
0, 1999, -107.94979079497651
1, 1999, -129.9999999999956
2, 1999, -125.26690391458646
3, 1999, -133.96226415093983
4, 1999, -130.9210526315747
5, 1999, -125.79505300353009
6, 1999, -120.63492063491785
7, 1999, -124.99999999999656
8, 1999, -127.3356401384047
9, 1999, -124.83660130718542
10, 1999, -121.42857142856728
11, 1999, -125.53191489361308
12, 1999, -129.99999999999588
13, 1999, -127.83505154638812
14, 1999, -134.52380952380565
15, 1999, -128.32764505119044
16, 1999, -128.33876221497945
17, 1999, -131.14754098360243
18, 1999, -119.5402298850536
19, 1999, -134.1692789968605
20, 1999, -112.13389121338722
21, 1999, -111.877394636012
22, 1999, -124.99999999999605
23, 1999, -120.86330935251391
24, 1999, -124.7311827956948
25, 1999, -134.52380952380517
26, 1999, -138.41642228738573
27, 1999, -128.08219178081868
28, 1999, -140.17094017093552
29, 1999, -127.08333333332945
30, 1999, -135.10324483775386
31, 1999, -132.03883495145186
32, 1999, -117.60299625467786
33, 1999, -121.14695340501491
34, 1999, -126.57342657342348
35, 1999, -126.82926829267923
36, 1999, -135.48387096773828
37, 1999, -125.92592592592212
38, 1999, -127.83505154638897
39, 1999, -118.28793774318653
40, 1999, -132.2580645161253
41, 1999, -131.27147766322582
42, 1999, -108.78378378378078
43, 1999, -139.6825396825344
44, 1999, -127.27272727272292
45, 1999, -121.64179104477216
46, 1999, -100.73529411764505
47, 1999, -121.93308550185623
48, 1999, -132.25806451612593
49, 1999, -117.32283464566724
50, 1999, -126.82926829268031
51, 1999, -136.1022364217213
52, 1999, -127.79783393501458
53, 1999, -128.08219178081757
54, 1999, -126.42140468226906
55, 1999, -129.76588628762278
56, 1999, -129.99999999999636
57, 1999, -119.84732824427277
58, 1999, -136.90851735015468
59, 1999, -130.92105263157598
60, 1999, -120.94861660078622
61, 1999, -121.93308550185478
62, 1999, -137.8881987577608
63, 1999, -125.26690391458831
64, 1999, -126.05633802816668
65, 1999, -132.43243243242847
66, 1999, -120.57761732851753
67, 1999, -126.66666666666441
68, 1999, -121.98581560283459
69, 1999, -131.7406143344683
70, 1999, -133.3333333333306
71, 1999, -99.32885906040045
72, 1999, -128.5714285714254
73, 1999, -109.09090909090608
74, 1999, -138.65030674846153
75, 1999, -124.99999999999528
76, 1999, -129.29292929292558
77, 1999, -122.55892255892016
78, 1999, -123.07692307692075
79, 1999, -119.11764705882
80, 1999, -123.63636363636006
81, 1999, -128.82562277579612
82, 1999, -132.65993265992984
83, 1999, -133.54430379746546
84, 1999, -126.31578947368172
85, 1999, -128.57142857142406
86, 1999, -135.69131832796933
87, 1999, -132.25806451612578
88, 1999, -118.08873720136161
89, 1999, -133.55481727574468
90, 1999, -122.07792207791798
91, 1999, -135.27508090614592
92, 1999, -122.53521126760195
93, 1999, -167.83625730993646
94, 1999, -78.89273356401364
95, 1999, -122.26148409893794
96, 1999, -123.34494773518834
97, 1999, -133.9622641509389
98, 1999, -131.74061433446786
99, 1999, -136.55589123866739
100, 1999, -134.98452012383387
101, 1999, -77.32342007435008
102, 1999, -86.12099644127984
103, 1999, -120.28985507246179
104, 1999, -130.69306930692804
105, 1999, -132.43243243242975
106, 1999, -146.99646643109008
107, 1999, -137.30407523510667
108, 1999, -89.25081433224537
109, 1999, -74.53874538745343
110, 1999, -130.46357615893783
111, 1999, -139.57703927491912
112, 1999, -147.19471947194197
113, 1999, -132.90734824280867
114, 1999, -135.10324483775526
115, 1999, -128.5714285714261
116, 1999, -76.81159420289862
117, 1999, -128.82562277579558
118, 1999, -128.81355932203147
119, 1999, -127.86885245901391
120, 1999, -84.35374149659843
121, 1999, -134.16927899686237
122, 1999, -135.18518518518198
123, 1999, -122.80701754385572
124, 1999, -146.03174603174088
125, 1999, -138.08049535603408
126, 1999, -120.75471698112987
127, 1999, -124.46043165467393
128, 1999, -131.5960912052091
129, 1999, -75.00000000000009
130, 1999, -115.70881226053474
131, 1999, -137.7049180327818
132, 1999, -124.65753424657304
133, 1999, -118.60465116278849
134, 1999, -124.91467576791577
135, 1999, -145.71428571428004
136, 1999, -132.03883495145365
137, 1999, -135.38461538461252
138, 1999, -125.79505300353114
139, 1999, -143.08943089430556
140, 1999, -149.36708860758938
141, 1999, -137.98449612402663
142, 1999, -132.09876543209612
143, 1999, -121.1469534050159
144, 1999, -135.38461538461235
145, 1999, -128.33876221498093
146, 1999, -133.12101910827457
147, 1999, -127.58620689654923
148, 1999, -133.12101910827602
149, 1999, -112.40875912408532
150, 1999, -126.57342657342402
151, 1999, -134.52380952380642
152, 1999, -131.24999999999608
153, 1999, -125.92592592592358
154, 1999, -137.88819875776088
155, 1999, -124.398625429551
156, 1999, -126.15384615384174
157, 1999, -129.0540540540514
158, 1999, -113.85767790261993
159, 1999, -127.63157894736601
160, 1999, -129.5302013422793
161, 1999, -118.1494661921684
162, 1999, -76.2886597938151
163, 1999, -124.7311827956964
164, 1999, -122.22222222221946
165, 1999, -163.07692307691838
166, 1999, -127.58620689654921
167, 1999, -126.31578947368118
168, 1999, -127.39273927392505
169, 1999, -115.99999999999756
170, 1999, -152.20588235293707
171, 1999, -100.33222591362008
172, 1999, -144.7674418604613
173, 1999, -135.6913183279711
174, 1999, -36.20689655172476
175, 1999, -118.72791519434409
176, 1999, -136.66666666666308
177, 1999, -115.85760517798921
178, 1999, -128.33876221498105
179, 1999, -96.82539682539539
180, 1999, -113.38582677165182
181, 1999, -53.06122448979722
182, 1999, -123.87543252594868
183, 1999, -126.57342657342386
184, 1999, -156.38629283488663
185, 1999, -132.203389830504
